Project ID,State,District,MP Name,Project Name,Category,Cost (INR),Funds Released (INR),Sanction Date,Completion Status,Physical Completion (%),Implementing Agency,Vendor Name,Target Beneficiary,Latitude,Longitude
MPLAD-DE-2024-1299,Delhi,South Delhi,Harsh Vardhan,Renovation of community sports stadium changing rooms and facility block in South Delhi,Sports Infrastructure (Playgrounds/Gyms),1700000,1360000,2024-04-22,In Progress,75,MCD West Division,Global Contracting & Co.,General,28.52996,77.29489
MPLAD-DE-2024-1300,Delhi,New Delhi,Meenakshi Lekhi,Setting up of centralized solar micro-grid for rural electrification in New Delhi,Non-conventional Energy (Solar lights),1800000,1440000,2024-05-21,In Progress,75,Delhi Jal Board,Balaji Enterprises,General,28.69186,77.25929
MPLAD-DE-2024-1301,Delhi,East Delhi,Harsh Vardhan,Metalling and resurfacing of approach road to agriculture cooperative market in East Delhi,"Roads, Pathways & Bridges",4500000,4500000,2024-06-20,Completed,100,MCD South Division,Metro Urban Projects,General,28.54272,77.19713
MPLAD-DE-2026-1302,Delhi,New Delhi,Harsh Vardhan,Construction of additional classrooms in government higher secondary school in New Delhi,Education (School infrastructure/Libraries),3100000,2480000,2026-02-03,In Progress,51,MCD North Division,Global Contracting & Co.,General,28.69193,77.15223
MPLAD-DE-2024-1303,Delhi,North Delhi,Gautam Gambhir,Provision of clean drinking water overhead tank of 10000 liters capacity in North Delhi,Drinking Water Facility,1400000,840000,2024-03-17,In Progress,93,NDMC,Apex Infrastructure,General,28.56208,77.33258
MPLAD-DE-2024-1304,Delhi,West Delhi,Sanjay Singh,Construction of concrete basketball court with standard seating gallery in West Delhi,Sports Infrastructure (Playgrounds/Gyms),2000000,1600000,2024-03-06,In Progress,87,NDMC,Elite Infrastructure Group,General,28.64475,77.10226
MPLAD-DE-2024-1305,Delhi,East Delhi,Sanjay Singh,Provision of science laboratory equipment and student seating benches in East Delhi,Education (School infrastructure/Libraries),4100000,4100000,2024-05-25,Completed,100,MCD South Division,Sai Ram Constructions,General,28.6702,77.13836
MPLAD-DE-2024-1306,Delhi,North Delhi,Harsh Vardhan,Procurement of portable solar lanterns for high-altitude village hamlets in North Delhi,Non-conventional Energy (Solar lights),500000,500000,2024-06-07,Completed,100,Delhi Jal Board,Balaji Enterprises,Scheduled Tribe (ST),28.72631,77.34026
MPLAD-DE-2023-1307,Delhi,North Delhi,Sanjay Singh,Construction of passenger waiting shelter at central district bus stand in North Delhi,Community Assets (Halls/Shelters),2500000,1500000,2023-11-07,In Progress,82,NDMC,Dynamic Construction Corp,General,28.64086,77.33892
MPLAD-DE-2023-1308,Delhi,South Delhi,Manoj Kumar,Construction of outpatient department (OPD) extension hall in community hospital in South Delhi,Public Health (Hospitals/Clinics),2200000,2200000,2023-10-17,Completed,100,NDMC,Sai Ram Constructions,General,28.68611,77.26612
MPLAD-DE-2026-1309,Delhi,New Delhi,Manoj Kumar,Provision of solar-powered water pumping system for municipal green parks in New Delhi,Non-conventional Energy (Solar lights),1100000,880000,2026-03-06,In Progress,22,MCD West Division,Pioneer Engineering,Scheduled Caste (SC),28.48043,77.19385
MPLAD-DE-2023-1310,Delhi,East Delhi,Meenakshi Lekhi,Construction of multipurpose community hall for public social functions in East Delhi,Community Assets (Halls/Shelters),4000000,4000000,2023-08-08,Completed,100,MCD North Division,A-1 Builders Ltd,General,28.54562,77.3355
MPLAD-DE-2023-1311,Delhi,New Delhi,Gautam Gambhir,Provision of solar-powered water pumping system for municipal green parks in New Delhi,Non-conventional Energy (Solar lights),1600000,1600000,2023-11-01,Completed,100,MCD North Division,Apex Infrastructure,General,28.55139,77.34558
MPLAD-DE-2025-1312,Delhi,West Delhi,Harsh Vardhan,Metalling and resurfacing of approach road to agriculture cooperative market in West Delhi,"Roads, Pathways & Bridges",4300000,1720000,2025-11-06,In Progress,33,MCD West Division,Balaji Enterprises,General,28.51167,77.107
MPLAD-DE-2023-1313,Delhi,East Delhi,Sanjay Singh,Provision of mobile medical health unit vehicle with essential diagnostic tools in East Delhi,Public Health (Hospitals/Clinics),2200000,1760000,2023-12-14,In Progress,85,MCD South Division,Metro Urban Projects,General,28.70196,77.09608
MPLAD-DE-2026-1314,Delhi,South Delhi,Harsh Vardhan,Construction of concrete storm water drain and sewage channel in South Delhi,Sanitation & Public Health,3000000,1200000,2026-02-08,In Progress,36,MCD West Division,Global Contracting & Co.,Scheduled Tribe (ST),28.50125,77.13754
MPLAD-DE-2026-1315,Delhi,New Delhi,Manoj Kumar,Setting up of solar power backup grid for public health clinic emergency room in New Delhi,Public Health (Hospitals/Clinics),3000000,3000000,2026-02-26,Completed,100,NDMC,Apex Infrastructure,Scheduled Caste (SC),28.64256,77.16626
MPLAD-DE-2024-1316,Delhi,South Delhi,Manoj Kumar,Interlocking tiles paving and repair of street internal pathways in South Delhi,"Roads, Pathways & Bridges",1600000,1600000,2024-11-21,Completed,100,MCD South Division,Elite Infrastructure Group,General,28.52902,77.30112
MPLAD-DE-2025-1317,Delhi,East Delhi,Harsh Vardhan,Construction of community toilet block for women and children in East Delhi,Sanitation & Public Health,2100000,840000,2025-09-25,In Progress,65,MCD North Division,Pioneer Engineering,General,28.69552,77.17559
MPLAD-DE-2023-1318,Delhi,East Delhi,Manoj Kumar,Repair and renovation of boundary wall and roofing of government primary school in East Delhi,Education (School infrastructure/Libraries),2400000,2400000,2023-11-09,Completed,100,Delhi Jal Board,Siddharth Construction Group,General,28.46042,77.22137
MPLAD-DE-2025-1319,Delhi,East Delhi,Sanjay Singh,Construction of CC road and brick pavement linking main highway to village in East Delhi,"Roads, Pathways & Bridges",4500000,1800000,2025-12-06,In Progress,90,Delhi Jal Board,Global Contracting & Co.,General,28.69254,77.08786
MPLAD-DE-2024-1320,Delhi,West Delhi,Harsh Vardhan,Establishment of digital computer lab with 15 workstations in public school in West Delhi,Education (School infrastructure/Libraries),4100000,4100000,2024-11-10,Completed,100,MCD West Division,Siddharth Construction Group,General,28.72425,77.0701
MPLAD-DE-2025-1321,Delhi,West Delhi,Sanjay Singh,Construction of concrete basketball court with standard seating gallery in West Delhi,Sports Infrastructure (Playgrounds/Gyms),2600000,2080000,2025-12-25,In Progress,80,MCD West Division,Om Shanti Developers,General,28.62627,77.28451
MPLAD-DE-2023-1322,Delhi,New Delhi,Manoj Kumar,Metalling and resurfacing of approach road to agriculture cooperative market in New Delhi,"Roads, Pathways & Bridges",3300000,1980000,2023-12-23,In Progress,66,MCD North Division,Metro Urban Projects,General,28.71404,77.31337
MPLAD-DE-2024-1323,Delhi,South Delhi,Manoj Kumar,Construction of multipurpose community hall for public social functions in South Delhi,Community Assets (Halls/Shelters),2000000,2000000,2024-12-16,Completed,100,MCD West Division,Dynamic Construction Corp,General,28.63547,77.25424
MPLAD-DE-2026-1324,Delhi,West Delhi,Harsh Vardhan,Supply and installation of open-air gymnasium equipment in public park in West Delhi,Sports Infrastructure (Playgrounds/Gyms),1100000,1100000,2026-01-29,Completed,100,MCD West Division,Balaji Enterprises,General,28.45607,77.29522
MPLAD-DE-2024-1325,Delhi,South Delhi,Gautam Gambhir,Construction of multipurpose community hall for public social functions in South Delhi,Community Assets (Halls/Shelters),4200000,3360000,2024-09-09,In Progress,79,MCD South Division,Elite Infrastructure Group,Scheduled Tribe (ST),28.68221,77.14626
MPLAD-DE-2025-1326,Delhi,West Delhi,Sanjay Singh,Repair and renovation of boundary wall and roofing of government primary school in West Delhi,Education (School infrastructure/Libraries),2100000,2100000,2025-09-11,Completed,100,NDMC,Metro Urban Projects,General,28.71016,77.29631
MPLAD-DE-2024-1327,Delhi,East Delhi,Meenakshi Lekhi,Renovation and upgradation of pediatric ward in district hospital in East Delhi,Public Health (Hospitals/Clinics),2700000,2700000,2024-03-04,Completed,100,NDMC,Om Shanti Developers,General,28.45868,77.10783
MPLAD-DE-2025-1328,Delhi,North Delhi,Harsh Vardhan,Extension of water pipeline networks in uncovered slums in North Delhi,Drinking Water Facility,500000,500000,2025-06-08,Completed,100,MCD North Division,Global Contracting & Co.,General,28.53219,77.29705
MPLAD-DE-2026-1329,Delhi,East Delhi,Manoj Kumar,Provision of clean drinking water overhead tank of 10000 liters capacity in East Delhi,Drinking Water Facility,1000000,1000000,2026-02-26,Completed,100,NDMC,Dynamic Construction Corp,General,28.73816,77.19237
MPLAD-DE-2023-1330,Delhi,East Delhi,Gautam Gambhir,Construction of small pedestrian over-bridge across local stream in East Delhi,"Roads, Pathways & Bridges",3800000,3800000,2023-12-03,Completed,100,MCD South Division,A-1 Builders Ltd,General,28.56597,77.09887
MPLAD-DE-2025-1331,Delhi,East Delhi,Meenakshi Lekhi,Establishment of digital computer lab with 15 workstations in public school in East Delhi,Education (School infrastructure/Libraries),2300000,1840000,2025-09-16,In Progress,85,MCD North Division,A-1 Builders Ltd,General,28.59223,77.08969
MPLAD-DE-2025-1332,Delhi,North Delhi,Sanjay Singh,Construction of library building and provision of educational furniture in North Delhi,Education (School infrastructure/Libraries),3400000,3400000,2025-02-15,Completed,100,NDMC,Siddharth Construction Group,Scheduled Caste (SC),28.64282,77.17714
MPLAD-DE-2025-1333,Delhi,West Delhi,Gautam Gambhir,Construction of outpatient department (OPD) extension hall in community hospital in West Delhi,Public Health (Hospitals/Clinics),2900000,2900000,2025-02-08,Completed,100,MCD West Division,Metro Urban Projects,General,28.69729,77.16915
MPLAD-DE-2024-1334,Delhi,New Delhi,Harsh Vardhan,Renovation of community sports stadium changing rooms and facility block in New Delhi,Sports Infrastructure (Playgrounds/Gyms),3000000,3000000,2024-12-30,Completed,100,Delhi Jal Board,Vardhan Infrastructure & Sons,General,28.48243,77.06915
MPLAD-DE-2024-1335,Delhi,South Delhi,Gautam Gambhir,Provision of mobile medical health unit vehicle with essential diagnostic tools in South Delhi,Public Health (Hospitals/Clinics),2100000,2100000,2024-04-03,Completed,100,MCD South Division,Global Contracting & Co.,General,28.71991,77.29163
MPLAD-DE-2026-1336,Delhi,East Delhi,Manoj Kumar,Construction of CC road and brick pavement linking main highway to village in East Delhi,"Roads, Pathways & Bridges",3500000,2100000,2026-03-15,In Progress,16,MCD South Division,Pioneer Engineering,General,28.56648,77.0606
MPLAD-DE-2026-1337,Delhi,East Delhi,Meenakshi Lekhi,Provision of science laboratory equipment and student seating benches in East Delhi,Education (School infrastructure/Libraries),3500000,3500000,2026-01-30,Completed,100,MCD South Division,Metro Urban Projects,Scheduled Caste (SC),28.54006,77.101
MPLAD-DE-2024-1338,Delhi,East Delhi,Meenakshi Lekhi,Procurement of automated solid waste collection vehicles for municipality in East Delhi,Sanitation & Public Health,1400000,1400000,2024-11-11,Completed,100,MCD South Division,Metro Urban Projects,General,28.67888,77.10492
MPLAD-DE-2025-1339,Delhi,South Delhi,Harsh Vardhan,Supply and installation of open-air gymnasium equipment in public park in South Delhi,Sports Infrastructure (Playgrounds/Gyms),1900000,1900000,2025-10-09,Completed,100,MCD North Division,Balaji Enterprises,General,28.52817,77.13822
MPLAD-DE-2026-1340,Delhi,New Delhi,Manoj Kumar,Procurement of automated solid waste collection vehicles for municipality in New Delhi,Sanitation & Public Health,1600000,640000,2026-03-21,Sanctioned but not started,0,NDMC,Sai Ram Constructions,General,28.57393,77.31125
MPLAD-DE-2025-1341,Delhi,North Delhi,Meenakshi Lekhi,Provision of sports equipment and fitness kits for youth community center in North Delhi,Sports Infrastructure (Playgrounds/Gyms),2800000,2240000,2025-12-24,In Progress,50,MCD North Division,Dynamic Construction Corp,General,28.68368,77.19627
MPLAD-DE-2024-1342,Delhi,North Delhi,Gautam Gambhir,Extension of water pipeline networks in uncovered slums in North Delhi,Drinking Water Facility,900000,540000,2024-08-02,In Progress,70,NDMC,Apex Infrastructure,General,28.48882,77.18011
MPLAD-DE-2023-1343,Delhi,West Delhi,Manoj Kumar,Construction of concrete boundary wall around central public burial ground in West Delhi,Community Assets (Halls/Shelters),1500000,1500000,2023-08-17,Completed,100,MCD West Division,Global Contracting & Co.,General,28.6692,77.33502
MPLAD-DE-2024-1344,Delhi,South Delhi,Sanjay Singh,Installation of high-capacity borewell with dual pump in rural habitations in South Delhi,Drinking Water Facility,1500000,900000,2024-10-22,In Progress,82,MCD North Division,Dynamic Construction Corp,General,28.48081,77.201
MPLAD-DE-2025-1345,Delhi,South Delhi,Meenakshi Lekhi,Supply and installation of RO drinking water purification plant in public spaces in South Delhi,Drinking Water Facility,900000,900000,2025-12-20,Completed,100,NDMC,Pioneer Engineering,General,28.71639,77.34864
MPLAD-DE-2025-1346,Delhi,South Delhi,Manoj Kumar,Establishment of digital computer lab with 15 workstations in public school in South Delhi,Education (School infrastructure/Libraries),4500000,1800000,2025-09-04,In Progress,44,MCD South Division,Siddharth Construction Group,General,28.74546,77.11336
MPLAD-DE-2023-1347,Delhi,New Delhi,Sanjay Singh,Construction of CC road and brick pavement linking main highway to village in New Delhi,"Roads, Pathways & Bridges",2600000,2600000,2023-08-16,Completed,100,Delhi Jal Board,Vardhan Infrastructure & Sons,General,28.52674,77.21042
MPLAD-DE-2024-1348,Delhi,New Delhi,Sanjay Singh,Construction of community toilet block for women and children in New Delhi,Sanitation & Public Health,1100000,1100000,2024-01-24,Completed,100,NDMC,Elite Infrastructure Group,General,28.56408,77.21418
MPLAD-DE-2023-1349,Delhi,West Delhi,Meenakshi Lekhi,Supply and installation of RO drinking water purification plant in public spaces in West Delhi,Drinking Water Facility,1100000,1100000,2023-12-24,Completed,100,MCD North Division,Metro Urban Projects,General,28.53099,77.23169
MPLAD-DE-2024-1350,Delhi,North Delhi,Manoj Kumar,Construction of concrete storm water drain and sewage channel in North Delhi,Sanitation & Public Health,1300000,1300000,2024-01-04,Completed,100,NDMC,Global Contracting & Co.,General,28.6327,77.28339
MPLAD-DE-2023-1351,Delhi,East Delhi,Meenakshi Lekhi,Setting up of centralized solar micro-grid for rural electrification in East Delhi,Non-conventional Energy (Solar lights),700000,700000,2023-08-20,Completed,100,MCD South Division,Elite Infrastructure Group,General,28.72311,77.25646
MPLAD-DE-2023-1352,Delhi,West Delhi,Gautam Gambhir,Installation of high-capacity borewell with dual pump in rural habitations in West Delhi,Drinking Water Facility,1500000,600000,2023-11-30,In Progress,91,MCD North Division,Apex Infrastructure,Scheduled Caste (SC),28.68386,77.07251
MPLAD-DE-2026-1353,Delhi,New Delhi,Gautam Gambhir,Development of shaded public resting park with seating benches and pathways in New Delhi,Community Assets (Halls/Shelters),2300000,920000,2026-01-06,In Progress,36,MCD North Division,A-1 Builders Ltd,General,28.70567,77.15806
MPLAD-DE-2024-1354,Delhi,South Delhi,Manoj Kumar,Construction of community toilet block for women and children in South Delhi,Sanitation & Public Health,1000000,1000000,2024-03-10,Completed,100,NDMC,Vardhan Infrastructure & Sons,General,28.50115,77.15726
MPLAD-DE-2024-1355,Delhi,West Delhi,Sanjay Singh,Construction of concrete storm water drain and sewage channel in West Delhi,Sanitation & Public Health,2000000,1200000,2024-06-09,In Progress,85,MCD South Division,Elite Infrastructure Group,General,28.53155,77.16571
MPLAD-DE-2024-1356,Delhi,West Delhi,Manoj Kumar,Provision of modern bio-toilets in public high school premises in West Delhi,Sanitation & Public Health,1100000,880000,2024-04-22,In Progress,86,MCD North Division,Elite Infrastructure Group,General,28.69068,77.25352
MPLAD-DE-2024-1357,Delhi,North Delhi,Sanjay Singh,Renovation of community sports stadium changing rooms and facility block in North Delhi,Sports Infrastructure (Playgrounds/Gyms),1000000,1000000,2024-02-23,Completed,100,MCD West Division,Elite Infrastructure Group,General,28.48388,77.17339
MPLAD-DE-2024-1358,Delhi,New Delhi,Harsh Vardhan,Development of public sports playground with jogging track and fencing in New Delhi,Sports Infrastructure (Playgrounds/Gyms),2600000,2600000,2024-09-01,Completed,100,MCD South Division,Balaji Enterprises,General,28.60573,77.25647
MPLAD-DE-2025-1359,Delhi,East Delhi,Harsh Vardhan,Repair and renovation of boundary wall and roofing of government primary school in East Delhi,Education (School infrastructure/Libraries),2600000,2080000,2025-07-28,In Progress,95,MCD West Division,A-1 Builders Ltd,Scheduled Tribe (ST),28.45349,77.33031
MPLAD-DE-2026-1360,Delhi,East Delhi,Manoj Kumar,Construction of CC road and brick pavement linking main highway to village in East Delhi,"Roads, Pathways & Bridges",3900000,3900000,2026-03-03,Completed,100,MCD West Division,Global Contracting & Co.,General,28.54927,77.13345
MPLAD-DE-2024-1361,Delhi,East Delhi,Meenakshi Lekhi,Installation of hybrid solar lighting systems in government office compounds in East Delhi,Non-conventional Energy (Solar lights),1800000,1080000,2024-09-24,In Progress,89,Delhi Jal Board,Om Shanti Developers,General,28.58443,77.30698
MPLAD-DE-2025-1362,Delhi,West Delhi,Gautam Gambhir,Construction of multipurpose community hall for public social functions in West Delhi,Community Assets (Halls/Shelters),1800000,1800000,2025-09-04,Completed,100,NDMC,A-1 Builders Ltd,General,28.61714,77.05005
MPLAD-DE-2024-1363,Delhi,New Delhi,Sanjay Singh,Renovation and upgradation of pediatric ward in district hospital in New Delhi,Public Health (Hospitals/Clinics),3200000,3200000,2024-07-28,Completed,100,Delhi Jal Board,Vardhan Infrastructure & Sons,General,28.58686,77.15226
MPLAD-DE-2026-1364,Delhi,New Delhi,Meenakshi Lekhi,Renovation of community sports stadium changing rooms and facility block in New Delhi,Sports Infrastructure (Playgrounds/Gyms),2900000,2900000,2026-01-24,Completed,100,MCD West Division,Siddharth Construction Group,General,28.58576,77.07923
MPLAD-DE-2026-1365,Delhi,North Delhi,Harsh Vardhan,Construction of concrete basketball court with standard seating gallery in North Delhi,Sports Infrastructure (Playgrounds/Gyms),2700000,1080000,2026-05-05,In Progress,6,MCD South Division,Dynamic Construction Corp,Scheduled Tribe (ST),28.59773,77.29655
MPLAD-DE-2025-1366,Delhi,West Delhi,Harsh Vardhan,Establishment of digital computer lab with 15 workstations in public school in West Delhi,Education (School infrastructure/Libraries),1800000,720000,2025-08-13,In Progress,89,MCD South Division,Siddharth Construction Group,General,28.55138,77.27714
MPLAD-DE-2026-1367,Delhi,New Delhi,Sanjay Singh,Construction of concrete boundary wall around central public burial ground in New Delhi,Community Assets (Halls/Shelters),3600000,0,2026-03-29,Sanctioned but not started,0,NDMC,Metro Urban Projects,Scheduled Tribe (ST),28.67086,77.21597
MPLAD-DE-2024-1368,Delhi,West Delhi,Sanjay Singh,Metalling and resurfacing of approach road to agriculture cooperative market in West Delhi,"Roads, Pathways & Bridges",2000000,1600000,2024-02-18,In Progress,84,MCD West Division,Om Shanti Developers,Scheduled Caste (SC),28.63185,77.14655
MPLAD-DE-2025-1369,Delhi,West Delhi,Manoj Kumar,Construction of library building and provision of educational furniture in West Delhi,Education (School infrastructure/Libraries),2700000,2700000,2025-05-03,Completed,100,Delhi Jal Board,Elite Infrastructure Group,General,28.69144,77.09145
MPLAD-DE-2024-1370,Delhi,East Delhi,Sanjay Singh,Renovation of community sports stadium changing rooms and facility block in East Delhi,Sports Infrastructure (Playgrounds/Gyms),3000000,2400000,2024-08-19,In Progress,73,MCD South Division,Siddharth Construction Group,General,28.53717,77.15359
MPLAD-DE-2026-1371,Delhi,North Delhi,Meenakshi Lekhi,Development of public sports playground with jogging track and fencing in North Delhi,Sports Infrastructure (Playgrounds/Gyms),2100000,2100000,2026-02-08,Completed,100,Delhi Jal Board,Vardhan Infrastructure & Sons,General,28.67436,77.30242
MPLAD-DE-2024-1372,Delhi,South Delhi,Manoj Kumar,Construction of community toilet block for women and children in South Delhi,Sanitation & Public Health,2200000,880000,2024-03-24,In Progress,63,NDMC,Sai Ram Constructions,General,28.67506,77.09828
MPLAD-MH-2023-1373,Maharashtra,Pune,Prakash Patil,Procurement and supply of critical care medical equipment for primary health center in rural Pune,Public Health (Hospitals/Clinics),45000000,45000000,2023-09-12,Completed,100,PWD Pune Division,Dynamic Construction Corp,General,18.5204,73.8567
MPLAD-TN-2024-1374,Tamil Nadu,Chennai,K. Srinivasan,Supply and installation of integrated solar-powered LED street lights in dark spots in Chennai,Non-conventional Energy (Solar lights),28000000,28000000,2024-02-28,Completed,100,Greater Chennai Corporation,Vardhan Infrastructure & Sons,General,13.0827,80.2707
MPLAD-UP-2024-1375,Uttar Pradesh,Lucknow,Rajesh Singh,Construction of CC road and brick pavement linking main highway to village under Kakori sector,"Roads, Pathways & Bridges",3500000,3500000,2024-03-15,Completed,100,Lucknow Development Authority,Om Shanti Developers,Scheduled Caste (SC),26.8467,80.9462
MPLAD-UP-2024-1376,Uttar Pradesh,Lucknow,Rajesh Singh,"Construction of cement concrete road and brick pavement linking highway to village, Kakori sector","Roads, Pathways & Bridges",3300000,2640000,2024-05-10,In Progress,80,Lucknow Development Authority,Siddharth Construction Group,Scheduled Caste (SC),26.8465,80.9462
MPLAD-DL-2024-1377,Delhi,South Delhi,Gautam Gambhir,Provisioning of 500L drinking water tank in public primary school in Saket Sector-2,Drinking Water Facility,800000,800000,2024-06-18,Completed,100,MCD South Division,Global Contracting & Co.,General,28.5244,77.2066
MPLAD-DL-2024-1378,Delhi,South Delhi,Gautam Gambhir,Supply and installation of 500 Liters drinking water tank at public school Saket Sec 2,Drinking Water Facility,820000,820000,2024-07-02,Completed,100,MCD South Division,Global Contracting & Co.,General,28.5244,77.2066
MPLAD-MH-2023-1379,Maharashtra,Mumbai Suburban,Sanjay Shinde,Upgradation of pediatric ward in secondary healthcare hospital and trauma center,Public Health (Hospitals/Clinics),18000000,15000000,2023-08-10,Sanctioned but not started,0,MHADA,Apex Infrastructure,General,19.076,72.8777
MPLAD-UP-2025-1380,Uttar Pradesh,Varanasi,Vipin Mishra,Construction of concrete pathway and marble boundary walls for local Hindu Temple complex,Community Assets (Halls/Shelters),4500000,2250000,2025-01-20,In Progress,50,Varanasi Municipal Corporation,Sai Ram Constructions,General,25.3176,82.9739
MPLAD-TN-2025-1381,Tamil Nadu,Coimbatore,M. K. Anbazhagan,Construction of private compound wall and entrance archway for Elite Cooperative Housing Society residents,Community Assets (Halls/Shelters),2500000,2500000,2025-04-12,Completed,100,Coimbatore Municipal Corporation,Elite Infrastructure Group,General,11.0168,76.9558
MPLAD-MH-2024-1382,Maharashtra,Nagpur,Sunita Deshmukh,"Routine white-washing, painting, and administrative office stationeries procurement for district collector office building","Roads, Pathways & Bridges",1500000,1500000,2024-11-05,Completed,100,Nagpur Municipal Corporation,Balaji Enterprises,General,21.1458,79.0882
MPLAD-TN-2025-COLL-1383,Tamil Nadu,Chennai,K. Srinivasan,"Construction of modular public toilet block unit 1 at slum habitation zone, North Chennai",Sanitation & Public Health,1200000,1200000,2025-02-10,Completed,100,Greater Chennai Corporation,Vardhan Infrastructure & Sons,Scheduled Caste (SC),13.09,80.28
MPLAD-TN-2025-COLL-1384,Tamil Nadu,Chennai,K. Srinivasan,"Construction of modular public toilet block unit 2 at slum habitation zone, North Chennai",Sanitation & Public Health,1200000,600000,2025-02-11,In Progress,50,Greater Chennai Corporation,Vardhan Infrastructure & Sons,General,13.0915,80.2812
MPLAD-TN-2025-COLL-1385,Tamil Nadu,Chennai,K. Srinivasan,"Construction of modular public toilet block unit 3 at slum habitation zone, North Chennai",Sanitation & Public Health,1200000,1200000,2025-02-12,Completed,100,Greater Chennai Corporation,Vardhan Infrastructure & Sons,General,13.093,80.2824
MPLAD-TN-2025-COLL-1386,Tamil Nadu,Chennai,K. Srinivasan,"Construction of modular public toilet block unit 4 at slum habitation zone, North Chennai",Sanitation & Public Health,1200000,600000,2025-02-13,In Progress,50,Greater Chennai Corporation,Vardhan Infrastructure & Sons,Scheduled Caste (SC),13.0945,80.2836
MPLAD-TN-2025-COLL-1387,Tamil Nadu,Chennai,K. Srinivasan,"Construction of modular public toilet block unit 5 at slum habitation zone, North Chennai",Sanitation & Public Health,1200000,1200000,2025-02-14,Completed,100,Greater Chennai Corporation,Vardhan Infrastructure & Sons,General,13.096,80.2848
MPLAD-TN-2025-COLL-1388,Tamil Nadu,Chennai,K. Srinivasan,"Construction of modular public toilet block unit 6 at slum habitation zone, North Chennai",Sanitation & Public Health,1200000,600000,2025-02-15,In Progress,50,Greater Chennai Corporation,Vardhan Infrastructure & Sons,General,13.0975,80.286
MPLAD-TN-2025-COLL-1389,Tamil Nadu,Chennai,K. Srinivasan,"Construction of modular public toilet block unit 7 at slum habitation zone, North Chennai",Sanitation & Public Health,1200000,1200000,2025-02-16,Completed,100,Greater Chennai Corporation,Vardhan Infrastructure & Sons,Scheduled Caste (SC),13.099,80.2872
MPLAD-TN-2025-COLL-1390,Tamil Nadu,Chennai,K. Srinivasan,"Construction of modular public toilet block unit 8 at slum habitation zone, North Chennai",Sanitation & Public Health,1200000,600000,2025-02-17,In Progress,50,Greater Chennai Corporation,Vardhan Infrastructure & Sons,General,13.1005,80.2884
MPLAD-TN-2025-COLL-1391,Tamil Nadu,Chennai,K. Srinivasan,"Construction of modular public toilet block unit 9 at slum habitation zone, North Chennai",Sanitation & Public Health,1200000,1200000,2025-02-18,Completed,100,Greater Chennai Corporation,Vardhan Infrastructure & Sons,General,13.102,80.28960000000001
MPLAD-TN-2025-COLL-1392,Tamil Nadu,Chennai,K. Srinivasan,"Construction of modular public toilet block unit 10 at slum habitation zone, North Chennai",Sanitation & Public Health,1200000,600000,2025-02-19,In Progress,50,Greater Chennai Corporation,Vardhan Infrastructure & Sons,Scheduled Caste (SC),13.1035,80.2908
MPLAD-TN-2025-COLL-1393,Tamil Nadu,Chennai,K. Srinivasan,"Construction of modular public toilet block unit 11 at slum habitation zone, North Chennai",Sanitation & Public Health,1200000,1200000,2025-02-20,Completed,100,Greater Chennai Corporation,Vardhan Infrastructure & Sons,General,13.105,80.292
MPLAD-TN-2025-COLL-1394,Tamil Nadu,Chennai,K. Srinivasan,"Construction of modular public toilet block unit 12 at slum habitation zone, North Chennai",Sanitation & Public Health,1200000,600000,2025-02-21,In Progress,50,Greater Chennai Corporation,Vardhan Infrastructure & Sons,General,13.1065,80.2932
MPLAD-DL-2025-VIOL-1395,Delhi,East Delhi,Sanjay Singh,"Installation of hybrid solar street lighting system and light masts in Ward 1, East Delhi area",Non-conventional Energy (Solar lights),4000000,4000000,2025-03-15,Completed,100,Delhi Jal Board,Metro Urban Projects,General,28.628,77.2784
MPLAD-DL-2025-VIOL-1396,Delhi,East Delhi,Sanjay Singh,"Installation of hybrid solar street lighting system and light masts in Ward 2, East Delhi area",Non-conventional Energy (Solar lights),4000000,4000000,2025-03-16,Completed,100,Delhi Jal Board,Metro Urban Projects,General,28.633,77.2834
MPLAD-DL-2025-VIOL-1397,Delhi,East Delhi,Sanjay Singh,"Installation of hybrid solar street lighting system and light masts in Ward 3, East Delhi area",Non-conventional Energy (Solar lights),4000000,4000000,2025-03-17,Completed,100,Delhi Jal Board,Metro Urban Projects,General,28.638,77.28840000000001
MPLAD-DL-2025-VIOL-1398,Delhi,East Delhi,Sanjay Singh,"Installation of hybrid solar street lighting system and light masts in Ward 4, East Delhi area",Non-conventional Energy (Solar lights),4000000,4000000,2025-03-18,Completed,100,Delhi Jal Board,Metro Urban Projects,General,28.643,77.2934
MPLAD-DL-2025-VIOL-1399,Delhi,East Delhi,Sanjay Singh,"Installation of hybrid solar street lighting system and light masts in Ward 5, East Delhi area",Non-conventional Energy (Solar lights),4000000,4000000,2025-03-19,Completed,100,Delhi Jal Board,Metro Urban Projects,General,28.648,77.2984
MPLAD-DL-2025-VIOL-1400,Delhi,East Delhi,Sanjay Singh,"Installation of hybrid solar street lighting system and light masts in Ward 6, East Delhi area",Non-conventional Energy (Solar lights),4000000,4000000,2025-03-20,Completed,100,Delhi Jal Board,Metro Urban Projects,General,28.653,77.30340000000001
MPLAD-DL-2025-VIOL-1401,Delhi,East Delhi,Sanjay Singh,"Installation of hybrid solar street lighting system and light masts in Ward 7, East Delhi area",Non-conventional Energy (Solar lights),4000000,4000000,2025-03-21,Completed,100,Delhi Jal Board,Metro Urban Projects,General,28.658,77.3084
